                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    125,                 1.8282,                 1.3506,                 2.0483,                0.77936,                0.49739,                0.63443,                0.27313,                 1.8501,                 1.3814,                 1.9832,               0.001261,               0.001261,               0.001261
                    126,                 1.8459,                 1.2805,                 1.9068,                0.77936,                0.49739,                0.63443,                0.27313,                 1.8501,                 1.3814,                 1.9832,              0.0012577,              0.0012577,              0.0012577
                    127,                 1.7451,                 1.2937,                 1.9164,                0.77936,                0.49739,                0.63443,                0.27313,                 1.8501,                 1.3814,                 1.9832,              0.0012544,              0.0012544,              0.0012544
                    128,                 1.7659,                 1.2438,                  2.014,                0.87204,                0.42579,                0.63173,                0.30389,                 1.7343,                 1.3623,                 1.9682,              0.0012511,              0.0012511,              0.0012511
                    129,                 1.8682,                 1.2744,                 2.0534,                0.87204,                0.42579,                0.63173,                0.30389,                 1.7343,                 1.3623,                 1.9682,              0.0012478,              0.0012478,              0.0012478
                    130,                  1.947,                 1.2689,                 1.9935,                0.87204,                0.42579,                0.63173,                0.30389,                 1.7343,                 1.3623,                 1.9682,              0.0012445,              0.0012445,              0.0012445
                    131,                 1.9351,                 1.2868,                 2.0633,                0.87204,                0.42579,                0.63173,                0.30389,                 1.7343,                 1.3623,                 1.9682,              0.0012412,              0.0012412,              0.0012412
                    132,                 1.9768,                 1.3408,                 2.1131,                0.62103,                0.56647,                0.67018,                0.34204,                 1.6833,                 1.3324,                 1.9444,              0.0012379,              0.0012379,              0.0012379
                    133,                 1.9976,                 1.1969,                 1.9254,                0.62103,                0.56647,                0.67018,                0.34204,                 1.6833,                 1.3324,                 1.9444,              0.0012346,              0.0012346,              0.0012346
                    134,                 1.8019,                 1.3263,                 1.8843,                0.62103,                0.56647,                0.67018,                0.34204,                 1.6833,                 1.3324,                 1.9444,              0.0012313,              0.0012313,              0.0012313
                    135,                 1.9166,                 1.2686,                 2.0171,                0.62103,                0.56647,                0.67018,                0.34204,                 1.6833,                 1.3324,                 1.9444,               0.001228,               0.001228,               0.001228
                    136,                 1.7956,                 1.3061,                 2.0152,                0.66149,                0.62956,                 0.6839,                0.34141,                 1.8052,                 1.4068,                 2.0268,              0.0012247,              0.0012247,              0.0012247
                    137,                  1.882,                 1.2906,                  2.045,                0.66149,                0.62956,                 0.6839,                0.34141,                 1.8052,                 1.4068,                 2.0268,              0.0012214,              0.0012214,              0.0012214
                    138,                 1.7637,                 1.1958,                 1.9318,                0.66149,                0.62956,                 0.6839,                0.34141,                 1.8052,                 1.4068,                 2.0268,              0.0012181,              0.0012181,              0.0012181
                    139,                 1.7397,                 1.1619,                 1.8599,                0.66149,                0.62956,                 0.6839,                0.34141,                 1.8052,                 1.4068,                 2.0268,              0.0012148,              0.0012148,              0.0012148
                    140,                 1.8686,                 1.2237,                 1.9387,                0.71476,                0.54408,                0.66311,                0.28332,                 2.0502,                 1.5127,                 2.1423,              0.0012115,              0.0012115,              0.0012115
                    141,                 1.7755,                 1.3086,                 1.9864,                0.71476,                0.54408,                0.66311,                0.28332,                 2.0502,                 1.5127,                 2.1423,              0.0012082,              0.0012082,              0.0012082
                    142,                 1.8442,                 1.3824,                 2.0051,                0.71476,                0.54408,                0.66311,                0.28332,                 2.0502,                 1.5127,                 2.1423,              0.0012049,              0.0012049,              0.0012049
                    143,                 1.9152,                 1.3153,                 1.9637,                0.71476,                0.54408,                0.66311,                0.28332,                 2.0502,                 1.5127,                 2.1423,              0.0012016,              0.0012016,              0.0012016
                    144,                  1.846,                 1.3215,                 2.0405,                0.61335,                0.62013,                0.67119,                0.29015,                 1.9864,                 1.4377,                 2.0885,              0.0011983,              0.0011983,              0.0011983
                    145,                  1.763,                 1.2255,                 1.9783,                0.61335,                0.62013,                0.67119,                0.29015,                 1.9864,                 1.4377,                 2.0885,               0.001195,               0.001195,               0.001195
